'duration','protocol_type','service','flag','src_bytes','dst_bytes','land','wrong_fragment','urgent','hot','num_failed_logins','logged_in','num_compromised','root_shell','su_attempted','num_root','num_file_creations','num_shells','num_access_files','num_outbound_cmds','is_host_login','is_guest_login','count','srv_count','serror_rate','srv_serror_rate','rerror_rate','srv_rerror_rate','same_srv_rate','diff_srv_rate','srv_diff_host_rate','dst_host_count','dst_host_srv_count','dst_host_same_srv_rate','dst_host_diff_srv_rate','dst_host_same_src_port_rate','dst_host_srv_diff_host_rate','dst_host_serror_rate','dst_host_srv_serror_rate','dst_host_rerror_rate','dst_host_srv_rerror_rate','class'
1,0,2,49,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0.03,0.76,0,255,1,0,0.65,0.93,0,0,0,0.07,0
1,0,0,14,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,1,1,177,1,0,1,0.25,0,0,0,0
1,0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,8,1,1,0,0,0.04,0.07,0,255,8,0.03,0.07,0,0,1,1,0,0
1,0,0,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,488,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
1,0,0,15,9,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
1,8177,1,60,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,17,0.07,0.82,0,0,0,0,0.81,0
1,0,0,15,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0,0,0,0,1,0,0,176,176,1,0,1,0,0,0,0,0
1,0,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,180,85,0.33,0.02,0.01,0.02,1,1,0,0
0,0,1,24,9,313,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,255,1,0,1,0.01,0,0,0,0
0,0,2,49,9,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,1,0,0,255,48,0.19,0.02,0.19,0,0.2,0,0.34,0
1,282,1,19,9,164,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,13,12,0.92,0.15,0.08,0,0,0,0,0
1,0,1,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,18,0.01,0,0.99,1,0.07,0.06,0,255,18,0.07,0.07,0,0,0.01,0,0.99,1
1,0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,15,1,1,0,0,0.12,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0
1,3,1,28,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,1,0.5,1,1,24,58,0.25,0.21,0.04,0.03,0,0,0.79,1
1,2074,1,24,4,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1,1,1,0,0,255,230,0.9,0.02,0,0,0,0,0.05,0.06
0,0,1,24,9,218,3737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,66,255,1,0,0.02,0.03,0,0,0,0
0,0,1,24,9,240,453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,107,255,1,0,0.01,0.04,0,0,0,0
1,4,1,47,9,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,194,0.76,0.02,0,0,0,0,0.07,0
1,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,20,0,0,1,0.95,0.08,0.07,0.1,255,19,0.07,0.07,0,0,0,0,1,1
0,0,2,49,9,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0
1,0,1,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,6,0,0,1,1,0.06,0.07,0,255,6,0.02,0.06,0,0,0,0,1,1
1,0,2,49,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,0,0,0.01,0.6,0,255,1,0,0.76,1,0,0,0,0,0
1,0,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,11,0,0,1,1,0.05,0.07,0,255,11,0.04,0.08,0,0,0,0,1,1
0,0,2,12,9,81,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,245,0,0,0,0,1,0,0,172,149,0.87,0.01,0.44,0,0,0,0,0
0,0,1,24,9,299,1467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0
0,0,1,24,9,289,316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0
1,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,0,0,1,1,0.25,0.07,0,255,55,0.22,0.15,0.02,0,0,0,0.98,1
0,0,1,24,9,289,7463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
1,0,0,15,9,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
0,0,1,54,9,1918,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,128,0.5,0.02,0,0,0,0,0,0
0,0,1,24,9,306,1627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,78,255,1,0,0.01,0.03,0,0,0,0
1,0,1,24,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,245,0.96,0.01,0,0,0,0,0.06,0.06
0,0,1,44,9,10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.05,1,0,38,1,0.03,0.55,0.76,0,0,0,0,0
1,4,1,47,9,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,152,0.6,0.02,0,0,0,0,0.14,0
0,0,1,24,9,326,1047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,90,255,1,0,0.01,0.02,0,0,0,0
1,280,1,20,9,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,3,9,1,0,1,0.33,0,0,0,0
1,4,1,47,9,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,179,160,0.89,0.02,0.01,0,0,0,0.06,0
0,0,1,24,9,206,3731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,67,255,1,0,0.01,0.03,0,0,0,0
1,0,0,14,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,0,0,1,0,1,4,132,1,0,1,0.25,0,0,0,0
0,0,1,24,9,292,386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,77,255,1,0,0.01,0.01,0,0,0,0
1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,15,0,0,1,1,0.11,0.07,0,255,15,0.06,0.06,0,0,0,0,1,1
1,0,1,60,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,159,0.62,0.02,0,0,0.55,0.53,0.01,0.01
0,0,2,12,9,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
0,0,1,24,9,350,2633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,234,255,1,0,0,0.01,0,0,0,0
1,0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,1,1,65,1,0,1,0.51,0,0,0,0
1,0,0,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,276,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
1,8184,1,60,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0.15,0,0.69,1,0,1,255,43,0.17,0.04,0,0,0,0.02,0.08,0.23
1,0,2,44,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1,0,0,0,0,0.01,1,0,255,1,0,0.66,0.99,0,0,0,0,0
0,0,1,20,9,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,129,58,0.15,0.05,0.15,0.03,0.01,0,0.01,0
0,0,1,54,9,857,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,94,152,0.65,0.03,0.01,0.02,0,0.05,0,0
0,0,1,24,9,245,14992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,1,0,0.23,1,255,1,0,1,0.03,0,0.01,0,0
0,0,2,49,9,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0
1,898,1,24,4,55744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,0,0,1,1,1,0,0,255,255,1,0,0,0,0,0,0.52,0.52
1,0,2,49,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0.06,0.56,0,255,1,0,0.73,1,0,0,0,0,0
0,0,2,12,9,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,233,0,0,0,0,1,0,0,255,249,0.98,0.01,0,0,0,0,0,0
1,0,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,7,0,0,1,1,0.03,0.07,0,255,7,0.03,0.07,0,0,0,0,1,1
0,0,1,24,9,203,889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,50,255,1,0,0.02,0.03,0,0,0,0
1,0,1,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,19,0,0,1,1,0.13,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1
0,0,2,12,9,43,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,0,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0,0,0,0,0,0
1,799,1,24,4,74024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0,0,1,1,1,0,0,255,253,0.99,0.01,0,0,0,0,0.13,0.13
0,0,1,24,9,162,493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,1,0,0.18,64,255,1,0,0.02,0.03,0,0,0,0
1,796,1,24,4,62344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,64,0.03,0.03,0.97,0.97,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.31,0.32
1,4,1,47,9,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,109,94,0.85,0.03,0.01,0.02,0,0,0.09,0
0,0,1,24,9,230,756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,28,0,0,0,0,1,0,0.07,39,241,1,0,0.03,0.09,0,0,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,9,0,0,1,1,0.04,0.06,0,255,9,0.04,0.07,0,0,0,0,1,1
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3,0.02,0,0.98,1,0.01,0.07,0,255,3,0.01,0.07,0,0,0.05,0,0.95,1
1,0,1,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1,0.14,1,0.86,0,0,1,0,255,1,0,0.91,0,0,0.12,1,0.88,0
1,0,0,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,147,0.58,0.01,0.58,0,0,0,0,0
1,0,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0.8,1,0.2,0.8,1,234,52,0.2,0.02,0,0.04,0,0,0.88,1
1,0,1,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,19,0,0,1,1,0.07,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1
1,6,1,47,2,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,1,0.33,1,1,19,61,0.26,0.26,0.05,0.03,0,0,0.84,1
1,280,1,20,9,283618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,5,12,0.8,0.4,0.8,0.17,0,0,0,0
1,0,1,20,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,5,1,0,1,0.4,0,0,0,0
1,0,1,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,7,1,1,0,0,0.04,0.1,0,255,7,0.03,0.1,0,0,1,1,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,4,0,0,1,1,0.02,0.07,0,255,4,0.02,0.07,0,0,0,0,1,1
1,0,1,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.65,0.63,0,0,0,0.93,1
1,0,1,24,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,1,0,0.19,255,252,0.99,0.01,0,0,0,0,0.01,0.01
1,0,1,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,3,1,1,0,0,0.02,0.11,0,255,3,0.01,0.1,0,0,1,1,0,0
0,0,1,24,9,376,15672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
1,4,1,47,9,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0
0,0,1,24,9,217,7686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,50,251,1,0,0.02,0.04,0,0,0,0
1,0,0,15,9,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
1,0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,3,0.82,1,0.18,0,0.01,0.07,0,255,3,0.01,0.07,0,0,0.8,1,0.2,0
1,0,1,47,9,30,217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,10,0.04,0.02,0,0,0,0,0,0
0,0,1,24,9,232,4843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,1,0,0.29,17,253,1,0,0.06,0.05,0,0,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,9,0,0,1,1,0.07,0.07,0,255,9,0.04,0.06,0,0,0,0,1,1
1,289,1,19,9,157,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,18,15,0.83,0.11,0.06,0,0,0,0,0
1,5,1,47,9,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,49,48,0.96,0.04,0.02,0.04,0,0,0,0
1,0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,1,0.08,0,0.92,1,0,1,0,255,1,0,1,0,0,0.1,0,0.9,1
0,0,1,24,9,310,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,123,255,1,0,0.01,0.02,0,0,0,0
1,7545,1,60,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,190,0.75,0.03,0,0,0.33,0.45,0.12,0.07
0,0,2,12,9,42,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,233,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0
1,0,1,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1,0.17,1,0.82,0,0,1,0,255,1,0,0.92,0,0,0.14,1,0.86,0
1,0,1,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,0,0,1,1,0.03,0.06,0,255,6,0.02,0.06,0,0,0,0,1,1
1,0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,13,1,1,0,0,0.11,0.07,0,255,13,0.05,0.07,0,0,1,1,0,0
0,0,1,24,9,335,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
1,0,1,60,9,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.02,0,0,0,0,0,0
0,0,1,24,9,308,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0
1,0,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,14,0,0,1,1,0.06,0.07,0,255,14,0.05,0.08,0,0,0,0,1,1
1,0,1,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,1,1,0,0,1,0,0,61,49,0.8,0.03,0.02,0,0.8,1,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,20,0,0,1,1,0.21,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1
1,4,1,47,9,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,213,0.84,0.02,0,0,0,0,0.07,0
1,0,1,60,9,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,133,0.52,0.02,0,0,0,0,0.02,0.03
1,0,1,20,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,7,8,0.86,0.29,0.86,0.25,0,0,0,0
0,0,1,24,9,263,1490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,229,0.9,0.01,0,0,0,0,0.03,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,12,0,0,1,1,0.08,0.05,0,255,12,0.05,0.06,0,0,0,0,1,1
1,2076,1,24,4,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1,1,1,0,0,255,231,0.91,0.02,0,0,0,0,0.07,0.08
0,0,2,49,9,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0
0,0,2,12,9,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,1,0,0.23,255,255,1,0,0.01,0,0,0,0,0
0,0,2,49,9,55,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,293,0,0,0,0,1,0,0,255,255,1,0,0.99,0,0,0,0,0
1,0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1,0,0,1,1,0,1,0,255,1,0,1,0,0,0,0,1,1
0,0,1,24,9,234,19826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,101,200,1,0,0.01,0.03,0,0,0,0
1,0,0,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
0,0,1,24,9,197,22935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,1,0,0.14,255,255,1,0,0.01,0,0,0,0,0
0,0,1,24,9,181,7051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,19,255,1,0,0.05,0.06,0,0.01,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,13,0,0,1,1,0.06,0.07,0,255,13,0.05,0.07,0,0,0,0,1,1
1,0,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16,1,1,0,0,0.24,0.06,0,255,37,0.15,0.04,0.02,0,0.82,0.97,0.02,0
1,4,1,47,9,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0
1,7999,1,60,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,103,0.4,0.02,0,0,0.58,0.4,0.01,0.01
0,22174,1,1,9,13948,1171108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,10,0.83,0.17,0.08,0,0,0,0,0
0,0,1,24,9,190,183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,7,255,1,0,0.14,0.03,0,0,0,0
1,0,1,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.82,0.8,0,0,0,0.82,1
1,0,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.06,0,0,0,0,1,1
1,283,1,19,9,162,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,96,0.38,0.03,0,0,0.02,0,0.01,0
0,0,2,49,9,55,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,18,0.04,0,0.96,1,0.06,0.06,0,255,18,0.07,0.06,0,0,0.05,0,0.95,1
1,1,1,54,9,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,12,0.05,0.16,0,0,0,0,0.93,0
1,0,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,1,1,0.25,1,1,255,25,0.1,0.03,0,0,0,0,0.44,1
1,0,2,44,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0.02,1,0,255,1,0,0.99,1,0,0,0,0,0
0,0,1,24,9,299,297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,90,255,1,0,0.01,0.02,0,0,0,0
0,0,1,24,9,353,14008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,15,0,0,1,1,0.06,0.07,0,255,15,0.06,0.07,0,0,0,0,1,1
1,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,5,1,1,0,0,0.04,0.09,0,255,5,0.02,0.09,0,0,1,1,0,0
1,0,1,60,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,171,88,0.32,0.03,0.01,0.02,0,0,0.89,0.62
1,280,1,20,9,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,5,10,0.8,0.4,0.8,0.3,0,0,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,9,0,0,1,1,0.09,0.06,0,255,9,0.04,0.05,0,0,0,0,1,1
1,0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,118,17,0.14,0.06,0.01,0,0,0,0.09,0.65
0,0,1,24,9,322,10258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,1,0,0,42,108,1,0,0.02,0.06,0,0,0,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.59,0.4,0,0,0,0.4,1
0,0,1,24,9,312,12954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
1,0,1,20,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,9,1,0,1,0.22,0,0,0,0
1,0,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20,1,1,0,0,0.13,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0
1,4,1,47,9,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,218,0.85,0.02,0,0,0,0,0.03,0
1,4,1,47,9,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,172,0.67,0.02,0,0,0,0,0.11,0
1,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,12,0,0,1,1,0.11,0.06,0,255,12,0.05,0.05,0,0,0,0,1,1
1,0,0,15,9,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
1,0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,16,1,1,0,0,0.14,0.06,0,255,16,0.06,0.05,0,0,1,1,0,0
0,0,1,24,9,220,1400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,8,255,1,0,0.12,0.02,0,0,0,0
1,0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0,0,0.98,1,0,0.97,0,255,1,0,0.95,0,0,0,0,1,1
1,1,1,54,9,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,208,0.82,0.13,0,0,0,0,0.17,0
